Mês,Empresa,Linha,Estudante_Cartao,Estudante_BT,Vale_Transporte,Integracao_Plena,Integracao_Complementar,Gratuito_Cartao,Gratuito_BT,Inteira_Cartao,Inteira_Especie,Tarifa_Social,Qtd_Viagens
4,GUANABARA - URB,8,37202,8592,56284,20675,668,18535,6678,10260,44380,4455,3477
4,GUANABARA - URB,13,7960,1408,8284,2012,81,3462,1369,2002,9000,0,1648
4,GUANABARA - URB,18,824,133,857,312,0,83,26,113,172,0,59
4,GUANABARA - URB,19,7231,1907,13102,3281,0,9094,4331,2636,14544,397,1788
4,GUANABARA - URB,20,7970,1885,10740,2661,0,9867,5645,2723,15352,0,2164
4,GUANABARA - URB,25,8259,2010,6522,1819,0,4316,2559,1350,8185,0,1354
4,GUANABARA - URB,60,36901,8132,62064,10585,355,14560,6516,11214,48968,3292,4045
4,GUANABARA - URB,64,27284,5869,39984,6596,142,17419,9009,7045,41496,2327,3473
4,GUANABARA - URB,67,6475,1687,12661,1491,48,4208,2377,2383,14580,0,1176
4,GUANABARA - URB,70,15562,4425,32309,4640,59,9903,6378,5289,33564,1656,3009
4,GUANABARA - URB,72,16766,4170,34598,7975,95,7629,3531,6515,32766,2190,2502
4,GUANABARA - URB,75,14467,2649,17587,3046,120,5574,2216,4784,16250,374,1780
4,GUANABARA - URB,76,3785,896,6717,1440,58,3402,881,1366,7415,96,588
4,GUANABARA - URB,77,24612,6716,53792,12330,66,9178,4932,8775,44748,3246,3773
4,GUANABARA - URB,79,32472,7016,46653,10305,365,11073,4100,8611,39665,3188,3192
4,GUANABARA - URB,81,9358,2055,14369,2670,24,4391,1999,3801,14486,257,1578
4,GUANABARA - URB,84,24669,3559,38855,14066,168,13402,5981,10908,32586,2256,3534
4,GUANABARA - URB,101,7835,1618,16252,3466,61,8700,3345,3490,17927,1648,1608
4,GUANABARA - URB,102,1085,196,2187,462,8,1190,442,512,2484,182,235
4,GUANABARA - URB,592,1748,256,1811,353,58,1019,266,397,1282,119,817
4,GUANABARA - URB,593,5498,676,2701,752,0,1086,433,584,3075,163,954
4,GUANABARA - URB,1029,9632,1797,14015,3733,80,3886,1952,2440,12304,932,1052
4,GUANABARA - URB,1214,5080,1119,10266,1186,26,4176,2314,1780,10360,0,1512
4,GUANABARA - URB,1301,151,37,123,34,4,71,28,29,176,0,38
4,GUANABARA - URB,1516,13481,3334,21249,3771,158,8554,4503,4685,24394,1191,2073
4,GUANABARA - URB,1778,12339,3020,20348,4103,184,8637,4383,4235,21730,656,2151
4,GUANABARA - URB,2369,1183,242,2059,708,0,944,406,373,1491,0,316
4,GUANABARA - URB,6162,7240,1393,8991,1292,35,3841,2256,2115,9677,0,1314
4,GUANABARA - URB,6443,10068,1934,17016,3355,13,5514,2490,3909,15674,823,1178
4,GUANABARA - URB,7501,5363,988,4936,1082,0,1782,730,1533,5068,362,579
4,GUANABARA - URB,7502,467,70,420,131,0,168,61,169,518,0,42
4,GUANABARA - URB,7601,284,64,524,101,0,269,120,57,555,526,74
4,REUNIDAS,7,23765,3282,44307,10094,222,8586,3463,8813,37239,2800,3327
4,REUNIDAS,26,29819,6006,47464,12826,232,7734,4646,8963,39145,1767,3166
4,REUNIDAS,27,14282,2380,24260,3474,162,10205,4735,4981,29235,1909,2907
4,REUNIDAS,35,23414,3739,31955,9228,1032,11169,6307,8680,28565,1139,2497
4,REUNIDAS,68,13687,2076,23687,4863,201,8372,3152,6095,24065,814,2101
4,REUNIDAS,73,54372,12569,105553,30210,594,16623,9630,15808,81392,7826,4972
4,REUNIDAS,85,18775,2272,16852,5013,647,8058,4111,4870,16045,0,1797
4,REUNIDAS,1029,29695,5073,42768,11294,166,10525,4786,7877,35060,3095,2545
4,REUNIDAS,1778,2812,609,5342,1039,36,2018,1047,1054,5711,681,553
4,REUNIDAS,6443,10684,1868,18519,3818,16,6276,2789,4268,17987,1038,1171
4,REUNIDAS,7847,22482,4006,31327,6464,52,10306,5434,8366,32315,2044,2487
4,REUNIDAS,9018,49,3,313,308,1,396,59,47,145,127,96
4,SANTA MARIA - URB,24,22203,4580,32599,11913,0,11463,6246,9826,29641,436,3073
4,SANTA MARIA - URB,34,6939,1251,9565,2715,0,7900,4651,2476,12514,73,1566
4,SANTA MARIA - URB,36,11837,2701,15044,5780,0,7864,4000,3425,16805,548,2006
4,SANTA MARIA - URB,37,36142,7760,33317,12546,0,12762,7177,9275,37184,1586,3519
4,SANTA MARIA - URB,38,37310,7288,46968,13768,12,32620,15486,11292,67890,4383,4306
4,SANTA MARIA - URB,39,23649,3861,33022,11474,0,8845,4031,7210,23603,565,2834
4,SANTA MARIA - URB,44,20978,4411,25723,7377,0,13637,7781,7221,29775,901,3283
4,SANTA MARIA - URB,46,30882,7292,28898,13587,0,6717,5551,7653,36280,1751,2828
4,SANTA MARIA - URB,48,18612,4026,13220,6168,0,7034,4007,3120,16154,528,1996
4,SANTA MARIA - URB,54,33217,7662,37279,13542,0,10712,7831,8333,42144,2714,3502
4,SANTA MARIA - URB,56,7009,1694,26918,11212,0,3295,2398,4382,19464,856,2332
4,SANTA MARIA - URB,66,13199,3347,14579,2052,0,3232,1664,3020,16853,884,1786
4,SANTA MARIA - URB,83,8407,2465,17884,1634,0,4068,1446,3585,17982,1584,1433
4,SANTA MARIA - URB,331,12967,2312,16636,3618,17,4601,1900,4608,14404,642,1166
4,SANTA MARIA - URB,332,3611,596,4939,1093,0,1140,458,1311,3335,0,576
4,SANTA MARIA - URB,411,4958,907,5191,2044,0,2340,741,1422,5397,524,591
4,SANTA MARIA - URB,412,1474,164,714,0,0,525,147,231,994,0,144
4,SANTA MARIA - URB,561,90,53,1898,461,0,123,5,230,671,64,331
4,VIA SUL - URB,50,41705,8938,69887,20031,174,17380,8054,13583,57220,3024,5060
4,VIA SUL - URB,51,27020,5838,24032,8556,0,10105,6204,6933,28399,769,3207
4,VIA SUL - URB,52,18713,4444,20996,6789,0,10523,7191,5420,26675,714,3071
4,VIA SUL - URB,65,13264,3099,14757,3868,0,4956,2425,3931,13236,0,1794
5,CONCEIÇÃO,21,25800,6063,37438,9768,0,19422,8849,7696,40133,1417,3735
5,CONCEIÇÃO,22,771,230,1191,229,0,767,306,226,1424,0,145
5,CONCEIÇÃO,30,20359,4176,23577,5794,0,8106,3649,6139,21282,654,2408
5,CONCEIÇÃO,31,25070,5066,25211,9443,0,8388,3838,6767,21080,0,2403
5,CONCEIÇÃO,41,14193,3050,24985,10638,0,7232,3968,6024,16690,0,2314
5,CONCEIÇÃO,59,14680,4152,20539,7759,13,13742,4868,5211,26792,1498,2465
5,CONCEIÇÃO,63,51907,11123,48462,22447,0,17553,6697,8866,38830,1571,3871
5,CONCEIÇÃO,71,22457,5771,29062,5282,0,18059,7136,5826,32359,1275,3181
5,CONCEIÇÃO,76,4320,870,7679,1581,84,3700,1118,1532,8478,337,682
5,CONCEIÇÃO,83,8068,2646,15929,1575,0,3690,1203,3201,15810,939,1256
5,CONCEIÇÃO,411,7705,1523,8911,3517,0,3580,1246,2529,8772,218,822
5,CONCEIÇÃO,412,3071,453,1800,0,0,991,254,456,1877,0,349
5,CONCEIÇÃO,587,3114,2,727,330,0,1384,164,240,2099,85,1059
5,CONCEIÇÃO,599,14412,2486,17424,6653,89,6942,1025,4176,11850,334,1543
5,CONCEIÇÃO,905,58,23,702,27,0,247,32,47,523,25,210
5,CONCEIÇÃO,2369,1184,263,1540,925,0,990,379,380,1258,0,390
5,CONCEIÇÃO,3001,3475,804,4587,1605,0,1530,643,1160,3353,156,640
5,CONCEIÇÃO,3101,1827,404,2198,922,0,487,250,490,1430,0,317
5,CONCEIÇÃO,6301,6645,1653,10852,2614,0,2938,1104,2011,8087,157,903
5,CONCEIÇÃO,7601,76,22,172,24,0,106,48,12,193,147,28
5,DUNAS - URB,33,64595,13120,79751,20595,160,22380,8395,20308,66952,2329,4641
5,DUNAS - URB,40,42641,8818,50527,18102,42,33043,12592,12198,59606,1955,4270
5,DUNAS - URB,57,472,146,822,772,0,513,303,232,636,0,557
5,DUNAS - URB,331,14770,2878,17941,3926,40,4974,2075,5167,14718,0,1204
5,DUNAS - URB,332,3887,695,5200,1026,0,1036,459,1382,3206,191,589
5,DUNAS - URB,411,3172,606,3980,1549,0,1673,611,1107,4174,182,408
5,DUNAS - URB,412,2230,390,1945,0,0,1072,357,479,1907,0,356
5,GUANABARA - URB,2,23418,5453,44249,8470,325,10233,4622,7613,30521,1090,2962
5,GUANABARA - URB,4,14375,4702,33573,7173,0,4560,2975,4523,21541,728,2313
5,GUANABARA - URB,5,7582,1811,14067,2009,51,4852,2622,2520,15545,430,1505
5,GUANABARA - URB,8,39982,9586,59879,23126,671,19762,7190,10587,44882,2579,3597
5,GUANABARA - URB,13,9584,1691,8821,2268,108,4076,1602,2334,8901,0,1839
5,GUANABARA - URB,18,757,151,857,276,0,114,47,91,179,0,62
5,GUANABARA - URB,19,7962,2223,13823,3934,0,10155,4751,3078,14514,291,1957
5,GUANABARA - URB,20,8677,2100,11244,2945,0,10159,5750,2923,14234,0,2307
5,GUANABARA - URB,25,9164,2346,7268,1956,0,4646,2815,1568,8109,0,1378
5,GUANABARA - URB,60,38410,8868,64810,11441,385,15231,6819,11937,47291,1689,4207
5,GUANABARA - URB,64,29479,6629,40623,7578,157,19007,9528,7678,39678,1066,3667
5,GUANABARA - URB,67,7302,1847,13824,1855,67,4679,2602,2528,14917,237,1277
5,GUANABARA - URB,70,17167,5059,33846,4887,64,10828,6816,5336,33794,1080,3096
5,GUANABARA - URB,72,17854,4275,37259,8541,116,7926,3854,7058,32562,1111,2624
5,GUANABARA - URB,75,18905,3610,22121,4206,158,7223,2776,6143,20079,240,2360
5,GUANABARA - URB,76,4297,913,6957,1605,57,3824,945,1737,7470,160,606
5,GUANABARA - URB,77,26982,7406,57476,13941,83,10265,5351,9986,46630,1709,4116
5,GUANABARA - URB,79,34669,7947,48973,11479,365,12068,4609,9594,40700,1752,3362
5,GUANABARA - URB,81,10090,2304,15153,2997,26,4546,1942,4189,14984,159,1714
5,GUANABARA - URB,84,27837,4799,42009,16322,227,14719,6374,12020,32735,1341,3716
5,GUANABARA - URB,101,6364,1333,13074,2846,44,7196,2702,2791,13585,718,1324
5,GUANABARA - URB,102,3268,641,6800,1428,26,3669,1443,1581,7170,242,662
5,GUANABARA - URB,592,1921,338,1983,406,49,1052,329,438,1105,53,849
5,GUANABARA - URB,593,6878,812,2911,845,0,1169,451,664,3190,77,969
5,GUANABARA - URB,1029,10063,2025,15111,4201,68,4206,2008,2679,12030,535,1126
5,GUANABARA - URB,1214,4968,1398,11126,1204,20,4396,2402,1836,9820,0,1622
5,GUANABARA - URB,1516,14676,3774,23275,4379,197,9542,4836,5380,24943,492,2261
5,GUANABARA - URB,1778,12957,3274,21011,4422,204,9354,4688,4463,20985,487,2277
5,GUANABARA - URB,2369,1241,288,2256,765,0,993,379,428,1221,0,315
5,GUANABARA - URB,6162,7609,1618,9170,1336,39,3881,2324,2146,8725,0,1403
5,GUANABARA - URB,6443,10770,2279,18092,3589,10,6156,2696,4372,15770,607,1242
5,GUANABARA - URB,7501,314,60,332,64,0,133,50,90,273,243,41
5,GUANABARA - URB,7502,1588,303,1319,349,0,546,208,514,1396,0,145
5,GUANABARA - URB,7601,205,81,427,84,0,245,110,64,668,184,63
5,REUNIDAS,7,26592,4340,46162,10605,263,9263,3855,9566,37603,1587,3508
5,REUNIDAS,26,31093,7323,49380,13623,258,8257,4969,9300,36853,981,3264
5,REUNIDAS,27,15536,3328,25610,4057,216,10704,5078,5655,29007,1138,3059
5,REUNIDAS,35,25441,4832,33841,10306,1125,12367,6734,9494,28137,688,2540
5,REUNIDAS,68,15099,2592,24748,5530,202,9170,3242,6772,23534,665,2237
5,REUNIDAS,73,58582,16566,112144,31555,641,17788,10062,17170,79817,4432,5197
5,REUNIDAS,85,20038,2973,19093,5721,710,8534,4214,5263,15706,0,1926
5,REUNIDAS,1029,30803,6188,44177,11730,159,11268,4813,8649,33554,1499,2677
5,REUNIDAS,1778,2811,646,5349,1042,53,1919,1041,1137,5349,451,550
5,REUNIDAS,6443,11919,2496,20162,4146,30,6736,3031,4718,17767,648,1260
5,REUNIDAS,7847,23291,5226,32249,6552,56,10902,5873,8979,30282,1382,2584
5,REUNIDAS,9018,15,8,319,356,0,386,51,47,171,5,99
5,SANTA MARIA - URB,24,25538,6031,35176,12898,0,12687,6574,10873,29916,286,3292
5,SANTA MARIA - URB,34,7578,1592,9796,2925,0,8427,4662,2546,11949,0,1664
5,SANTA MARIA - URB,36,12499,3278,15962,6567,0,8016,4184,3424,15672,542,2146
5,SANTA MARIA - URB,37,38886,9505,34778,13719,0,14121,7578,10523,36734,913,3660
5,SANTA MARIA - URB,38,43374,9144,52517,15318,26,36513,16874,12686,68774,2688,4720
5,SANTA MARIA - URB,39,26117,4636,35108,12516,0,9357,4291,7939,22981,341,3047
5,SANTA MARIA - URB,44,21790,5475,27035,7944,3,13811,7865,7865,28108,584,3381
5,SANTA MARIA - URB,46,33220,9075,30548,14111,0,7400,5785,8557,35342,1047,2916
5,SANTA MARIA - URB,48,19459,4892,14056,6950,0,7646,4294,3384,15343,333,2065
5,SANTA MARIA - URB,54,35798,10051,38542,14886,0,11346,8139,9073,40781,1552,3678
5,SANTA MARIA - URB,56,8083,2313,29051,12538,0,3702,2198,4952,19039,487,2360
5,SANTA MARIA - URB,66,13944,3871,15783,2388,0,3577,1721,3422,16372,659,1896
5,SANTA MARIA - URB,83,9747,2940,18923,1979,0,4412,1518,4131,18461,1033,1479
5,SANTA MARIA - URB,331,15459,3008,19204,4117,20,5378,2089,5652,15203,979,1312
5,SANTA MARIA - URB,332,3671,610,4609,1117,0,1116,390,1260,2822,260,553
5,SANTA MARIA - URB,411,4206,745,4145,1560,0,1686,607,1167,4153,255,454
5,SANTA MARIA - URB,412,4329,554,1732,0,0,1368,387,454,1899,0,361
5,SANTA MARIA - URB,561,84,65,1996,697,0,108,19,243,678,10,334
5,VIA SUL - URB,50,45215,10652,74212,21881,201,18999,8424,15338,57281,1612,5302
5,VIA SUL - URB,51,29394,7271,26666,9640,1,10900,6652,7763,28418,475,3419
5,VIA SUL - URB,52,20397,5540,23557,7548,1,11428,7654,5925,26946,381,3226
5,VIA SUL - URB,65,13766,3525,15878,4119,0,5244,2339,3853,12674,0,1864
6,CONCEIÇÃO,21,17955,5763,32565,7527,0,16643,7436,6850,33830,0,3333
6,CONCEIÇÃO,22,311,120,627,90,0,382,183,130,649,0,68
6,CONCEIÇÃO,30,14768,4093,21070,5084,0,7196,3212,5745,18691,0,2196
6,CONCEIÇÃO,31,16839,4459,20818,7522,0,7070,2880,5889,16759,0,2025
6,CONCEIÇÃO,41,9353,2294,19010,7715,0,5578,2901,4447,11501,0,1712
6,CONCEIÇÃO,59,10884,3925,18246,6325,29,12127,4337,4553,23260,0,2285
6,CONCEIÇÃO,63,37388,10293,43322,18423,0,14974,5873,7733,33066,0,3423
6,CONCEIÇÃO,71,8048,2351,10803,1851,0,6876,2641,2177,11874,0,1191
6,CONCEIÇÃO,76,3391,1009,7188,1540,79,3300,1018,1430,7499,0,631
6,CONCEIÇÃO,83,5425,2257,13298,1276,0,2883,940,2583,12376,0,1115
6,CONCEIÇÃO,411,5960,1608,8661,3263,0,3501,1250,2529,8328,0,827
6,CONCEIÇÃO,412,2187,469,1305,0,0,993,252,338,1504,0,307
6,CONCEIÇÃO,587,1998,1,664,260,0,1232,154,198,1707,0,985
6,CONCEIÇÃO,599,9954,2315,15086,5548,57,6074,909,3882,10441,0,1433
6,CONCEIÇÃO,905,99,50,776,42,0,209,30,32,596,0,199
6,CONCEIÇÃO,2271,8589,3068,16308,199,0,9196,3613,3331,16771,0,1725
6,CONCEIÇÃO,2369,782,249,1429,660,0,859,370,370,1094,0,348
6,CONCEIÇÃO,3001,2230,783,3780,1216,0,1262,537,893,2909,0,537
6,CONCEIÇÃO,3101,1446,383,1983,762,0,494,253,472,1321,0,298
6,CONCEIÇÃO,6301,5035,1744,10840,2407,0,2836,1050,1928,7707,0,937
6,CONCEIÇÃO,7601,41,19,125,27,0,77,31,12,180,0,17
6,DUNAS - URB,33,47801,13052,74264,18963,173,20004,7679,18655,59234,0,4365
6,DUNAS - URB,40,32242,9090,48487,16055,50,29702,11733,11672,55476,0,3947
6,DUNAS - URB,57,389,127,821,617,0,401,243,163,497,0,495
6,DUNAS - URB,331,11678,2970,16535,3480,41,4461,1949,5021,13269,0,1172
6,DUNAS - URB,332,2874,721,4781,956,0,1106,415,1206,2881,0,595
6,DUNAS - URB,411,2385,669,4061,1494,0,1488,610,1114,3713,0,388
6,DUNAS - URB,412,1997,439,1534,0,0,956,312,489,1529,0,309
6,GUANABARA - URB,2,17511,5382,39686,7568,313,9204,4121,6734,26261,0,2700
6,GUANABARA - URB,4,11110,4350,30364,6209,2,3982,2645,4091,18915,0,2128
6,GUANABARA - URB,5,5591,1725,12450,1587,57,4479,2363,2470,13162,0,1353
6,GUANABARA - URB,8,28563,8479,53670,20225,667,17429,6246,9765,38244,0,3234
6,GUANABARA - URB,13,5717,1318,7356,1807,104,3400,1249,1969,6692,0,1484
6,GUANABARA - URB,18,491,97,655,179,0,101,42,81,119,0,52
6,GUANABARA - URB,19,5099,1964,11597,3075,0,8231,3867,2399,11951,0,1645
6,GUANABARA - URB,20,6160,1916,9977,2246,1,8864,4942,2444,11459,0,1904
6,GUANABARA - URB,25,5825,1692,5880,1453,0,4075,2288,1446,6157,0,1118
6,GUANABARA - URB,60,29813,8865,59292,10521,369,13663,6174,11453,42502,0,3838
6,GUANABARA - URB,64,20924,6165,36666,6649,155,16261,8143,6848,34594,0,3237
6,GUANABARA - URB,67,5745,1708,12729,1641,45,4208,2232,2504,12880,0,1150
6,GUANABARA - URB,70,12527,4867,29941,4355,86,8996,6049,4932,28347,0,2765
6,GUANABARA - URB,72,13941,4244,33487,7695,85,6854,3175,6471,28233,0,2370
6,GUANABARA - URB,75,12963,3131,19115,3542,145,6055,2383,5391,16937,0,2117
6,GUANABARA - URB,76,3074,923,6288,1436,58,3291,867,1419,6338,0,568
6,GUANABARA - URB,77,20398,7244,51699,11948,77,8738,4642,9007,39527,0,3635
6,GUANABARA - URB,79,26431,7796,46310,10038,392,10456,3996,8653,34566,0,3025
6,GUANABARA - URB,81,6985,2056,13415,2545,15,3754,1568,3670,12025,0,1452
6,GUANABARA - URB,84,19484,4786,35989,13218,179,12868,5508,10590,27544,0,3342
6,GUANABARA - URB,101,4213,1176,10091,2155,35,5252,2055,2110,10221,0,1052
6,GUANABARA - URB,102,3185,762,7395,1462,30,3902,1584,1634,7615,0,740
6,GUANABARA - URB,592,1164,269,1679,304,39,778,246,388,847,0,780
6,GUANABARA - URB,593,4230,624,2435,722,0,941,408,536,2316,0,911
6,GUANABARA - URB,1029,8078,2169,14525,3535,60,3824,1707,2517,10880,0,1053
6,GUANABARA - URB,1214,3575,1255,9514,1001,17,3909,2152,1639,8064,0,1427
6,GUANABARA - URB,1516,10601,3336,20174,3761,177,8132,4280,4458,20887,0,1955
6,GUANABARA - URB,1778,9604,3183,20435,4026,187,8744,4249,4135,18921,0,2199
6,GUANABARA - URB,2369,881,229,1735,649,0,900,378,391,992,0,362
6,GUANABARA - URB,6162,5178,1431,7790,1191,7,3347,1983,1937,7206,0,1214
6,GUANABARA - URB,6443,7821,2331,15549,2993,6,4955,2094,3759,13054,0,1104
6,GUANABARA - URB,7501,1115,226,1277,272,0,391,121,385,1015,0,118
6,GUANABARA - URB,7502,562,113,542,187,0,198,85,203,532,0,47
6,GUANABARA - URB,7601,116,54,318,57,0,189,72,51,418,0,48
6,REUNIDAS,7,20265,4976,43190,9934,241,8530,3372,9153,33826,0,3297
6,REUNIDAS,26,23185,7395,44548,11631,197,7272,4263,8281,31975,0,2923
6,REUNIDAS,27,12113,3314,23142,3627,128,9473,4599,5132,26085,0,2782
6,REUNIDAS,35,17995,4503,28957,8762,980,10788,5474,8041,22908,0,2323
6,REUNIDAS,68,11410,2669,22601,4667,194,7681,2914,6073,19828,0,2087
6,REUNIDAS,73,43052,16388,103455,28195,634,16001,8848,15687,69362,0,4813
6,REUNIDAS,85,13367,2783,16199,4759,621,7397,3476,4454,12563,0,1757
6,REUNIDAS,1029,22624,6193,39611,9775,136,9837,4200,7687,28548,0,2354
6,REUNIDAS,1778,1861,660,4181,791,30,1534,842,965,3994,0,428
6,REUNIDAS,6443,8756,2428,17782,3701,16,5811,2450,4297,14776,0,1078
6,REUNIDAS,7847,17721,5538,29739,6059,41,9732,4815,8059,26445,0,2398
6,REUNIDAS,9018,7,9,285,352,0,343,37,20,167,0,95
6,SANTA MARIA - URB,24,18878,5518,30422,10441,0,11111,5457,9430,24633,0,2962
6,SANTA MARIA - URB,34,5244,1481,8229,2493,0,6856,3671,2200,9425,0,1413
6,SANTA MARIA - URB,36,7987,2856,13169,5037,0,6753,3316,2922,12609,0,1839
6,SANTA MARIA - URB,37,27414,8687,30280,11184,0,11616,6187,9198,29466,0,3100
6,SANTA MARIA - URB,38,32574,9778,47762,13575,32,33118,14740,11753,60201,0,4252
6,SANTA MARIA - URB,39,19472,4643,30458,10301,0,8555,3613,6744,19233,0,2835
6,SANTA MARIA - URB,44,15665,5074,23469,6638,0,12093,6794,6720,22915,0,2860
6,SANTA MARIA - URB,46,23656,8717,27302,12019,0,6382,4751,7947,29215,0,2700
6,SANTA MARIA - URB,48,13801,4360,12063,5415,0,6478,3626,2787,12711,0,1881
6,SANTA MARIA - URB,54,25666,9706,35460,12678,0,10223,7075,8397,34804,0,3335
6,SANTA MARIA - URB,56,6031,2145,25671,11075,0,3167,1939,4387,15401,0,2243
6,SANTA MARIA - URB,66,9481,3395,13007,1829,0,2936,1453,3105,12898,0,1712
6,SANTA MARIA - URB,83,7329,2940,18758,1648,0,4056,1320,3978,17254,0,1405
6,SANTA MARIA - URB,331,11362,2911,16135,3343,24,4514,1703,4639,12396,0,1194
6,SANTA MARIA - URB,332,2711,627,3880,856,0,953,374,1115,2435,0,502
6,SANTA MARIA - URB,411,3123,796,4181,1445,0,1571,554,1194,4050,0,436
6,SANTA MARIA - URB,412,1421,367,1506,0,0,952,274,413,1488,0,313
6,SANTA MARIA - URB,561,65,80,2030,661,0,100,26,216,646,0,330
6,VIA SUL - URB,50,33921,10754,67193,18598,200,16482,7380,13982,48383,0,4741
6,VIA SUL - URB,51,21365,6866,23335,8117,0,9518,5771,7094,23418,0,3055
6,VIA SUL - URB,52,14944,5224,20468,6314,0,9754,6605,5172,22030,0,2922
6,VIA SUL - URB,65,10063,3188,13200,3205,0,4269,2100,3437,9948,0,1661
7,CONCEIÇÃO,21,19929,6973,35573,8089,3,18362,8218,7570,36159,0,3444
7,CONCEIÇÃO,22,27,16,33,2,0,45,18,9,77,0,6
7,CONCEIÇÃO,30,14287,4499,23931,6002,0,8226,3627,6366,20034,0,2437
7,CONCEIÇÃO,31,16042,5229,25257,8544,0,8382,3599,6894,19298,0,2380
7,CONCEIÇÃO,41,11425,3344,24331,8957,0,6719,3591,5827,14176,0,2181
7,CONCEIÇÃO,59,12400,4716,20322,7308,375,14075,4572,5461,23918,0,2438
7,CONCEIÇÃO,63,35043,10867,49303,19344,0,18144,6713,9191,36401,0,3839
7,CONCEIÇÃO,71,226,90,543,64,0,333,112,97,608,0,49
7,CONCEIÇÃO,76,3527,1076,7902,1515,68,3656,1135,1692,7722,0,654
7,CONCEIÇÃO,83,4705,2658,14478,1458,0,3101,1066,2862,13139,0,1187
7,CONCEIÇÃO,411,6004,1713,9039,3529,0,3667,1342,2703,8303,0,828
7,CONCEIÇÃO,412,1672,507,1956,0,0,1187,328,499,1986,0,393
7,CONCEIÇÃO,587,2776,1,828,671,0,1558,163,424,1148,0,1049
7,CONCEIÇÃO,599,10570,2907,17426,6475,108,7573,1134,4445,11315,0,1594
7,CONCEIÇÃO,905,67,40,776,43,0,234,31,16,510,0,199
7,CONCEIÇÃO,2271,18453,6304,27880,3889,0,17505,7008,5829,29385,0,3035
7,CONCEIÇÃO,2369,1003,347,1457,718,0,1113,411,388,1265,0,396
7,CONCEIÇÃO,3001,2576,939,4935,1643,0,1516,703,1231,3261,0,631
7,CONCEIÇÃO,3101,1102,307,2035,974,0,502,243,535,1203,0,339
7,CONCEIÇÃO,6301,5076,1830,12254,2744,0,3230,1207,2142,8187,0,1053
7,CONCEIÇÃO,7601,48,13,112,20,0,82,40,15,163,0,14
7,DUNAS - URB,33,48109,15325,80944,20636,268,22465,8493,20422,61521,0,4472
7,DUNAS - URB,40,33841,10705,51143,17893,76,32961,12708,12321,57178,0,4126
7,DUNAS - URB,57,367,129,1124,787,0,569,300,222,560,0,611
7,DUNAS - URB,331,10782,3343,17699,3802,49,5249,2187,5484,14122,0,1243
7,DUNAS - URB,332,2785,756,5115,997,0,1252,489,1412,2895,0,612
7,DUNAS - URB,411,2465,708,4332,1845,0,1692,634,1118,3778,0,396
7,DUNAS - URB,412,3134,734,2141,0,0,1371,350,515,1935,0,390
7,GUANABARA - URB,2,17158,6188,44656,8681,292,10789,4615,8176,29200,0,2997
7,GUANABARA - URB,4,10430,4858,33808,7203,15,4606,2906,4607,20102,0,2330
7,GUANABARA - URB,5,6859,2131,14627,1963,54,5260,2580,2860,14783,0,1489
7,GUANABARA - URB,8,28994,9480,59214,21631,682,19099,6603,10616,38989,0,3359
7,GUANABARA - URB,13,6641,1785,8581,2159,107,3728,1532,2358,7963,0,1601
7,GUANABARA - URB,18,535,90,946,198,0,119,53,94,220,0,76
7,GUANABARA - URB,19,6581,2665,14085,3909,1,10220,4689,2933,13319,0,1996
7,GUANABARA - URB,20,6958,2641,11530,2701,0,10341,5664,2780,13095,0,1997
7,GUANABARA - URB,25,6711,2116,6773,1711,0,4575,2628,1636,6825,0,1318
7,GUANABARA - URB,60,27783,10107,66956,11926,418,16029,6979,13289,45983,0,4308
7,GUANABARA - URB,64,23565,7995,41548,7322,182,19059,9374,7621,37951,0,3437
7,GUANABARA - URB,67,7254,2248,15254,1901,54,5485,2691,3087,14987,0,1338
7,GUANABARA - URB,70,14209,6030,33411,4636,92,10514,6487,5655,31026,0,2908
7,GUANABARA - URB,72,13260,4268,36039,8225,92,7540,3206,7060,29046,0,2513
7,GUANABARA - URB,75,14791,3927,21929,3864,144,6719,2548,6062,17709,0,2260
7,GUANABARA - URB,76,3519,1064,7938,1730,52,3816,882,1653,7033,0,640
7,GUANABARA - URB,77,18984,7475,55084,13015,83,9699,5189,9658,40635,0,3668
7,GUANABARA - URB,79,24689,8369,49088,11015,458,11437,4220,9074,35941,0,3161
7,GUANABARA - URB,81,7620,2588,14278,2587,10,4051,1594,3779,12933,0,1456
7,GUANABARA - URB,84,22189,6033,40609,15024,173,14367,5907,12049,30180,0,3453
7,GUANABARA - URB,101,6140,2016,16011,3354,60,8527,3176,3415,14964,0,1520
7,GUANABARA - URB,102,1925,458,4558,783,23,2424,932,1061,4109,0,423
7,GUANABARA - URB,125,37,7,343,370,0,402,8,40,252,0,148
7,GUANABARA - URB,592,1240,314,1692,328,34,837,251,467,896,0,796
7,GUANABARA - URB,593,5041,777,2516,789,0,1090,433,729,2672,0,924
7,GUANABARA - URB,1029,6710,2104,14322,3614,37,3982,1780,2659,10620,0,950
7,GUANABARA - URB,1214,4856,1794,11946,1275,21,4749,2678,2170,9584,0,1628
7,GUANABARA - URB,1302,39,18,92,16,1,54,16,34,97,0,17
7,GUANABARA - URB,1516,10421,3900,21051,3916,159,8849,4357,4959,21671,0,2064
7,GUANABARA - URB,1778,10375,3983,23302,4668,240,9990,4671,4977,21101,0,2420
7,GUANABARA - URB,2369,1053,356,1983,605,0,1094,448,518,1144,0,398
